what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273657434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273661316
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1408273661892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273669192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273689381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1408273705018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1408273705921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273707672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273741391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273754016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273762482
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273762647
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273762748
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1408273762771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273801520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273817435
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1408273817452
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273817548
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273817581
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1408273817584
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273830591
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273836815
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273838806
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273842651
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273851135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273867065
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273877326
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273892578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273898278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273903454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273928758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273936556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408273948261
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273955995
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408273994457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274001164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274005628
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1408274014364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274016212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274017916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274019119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274023205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274025184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274061422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274061843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274074223
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1408274076370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274078945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1408274078987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274083776
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1408274084879
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1408274085530
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1408274086027
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findPrevious",1408274095094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274114421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274118123
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274122218
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274137218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274142994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274145776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274149955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274150886
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274152613
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274154192
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274162531
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274164304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274169987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274224860
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1408274230276
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274243047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274252492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274290090
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274293835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274306816
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274309964
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1408274314388
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1408274318877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408274320499
